FeatureCode,DateCode,Measurement,Units,Value,Residential Status
S92000003,2017,Count,Children,14987,All
S92000003,2009,Count,Children,15287,All
S92000003,2013,Count,Children,4762,At Home
S12000049,2014,Count,Children,268,Residential Care
S92000003,2009,Count,Children,4741,Foster / Prospective Adopters
S92000003,2011,Count,Children,1461,Residential Care
S12000049,2010,Count,Children,1106,Foster / Prospective Adopters
S92000003,2012,Count,Children,5541,Foster / Prospective Adopters
S92000003,2017,Count,Children,5449,Foster / Prospective Adopters
S92000003,2010,Count,Children,6193,At Home
S12000050,2016,Count,Children,167,Foster / Prospective Adopters
S92000003,2013,Count,Children,1466,Residential Care
S92000003,2016,Count,Children,4320,Other Community Placement
S92000003,2017,Count,Children,3766,At Home
S92000003,2012,Count,Children,4121,Other Community Placement
S12000049,2014,Count,Children,659,At Home
S92000003,2015,Count,Children,15404,All
S92000003,2016,Count,Children,1480,Residential Care
S12000049,2015,Count,Children,1172,Foster / Prospective Adopters
S92000003,2013,Count,Children,16032,All
S92000003,2015,Count,Children,5742,Foster / Prospective Adopters
S12000049,2013,Count,Children,269,Residential Care
S92000003,2012,Count,Children,1433,Residential Care
S12000049,2013,Count,Children,1206,Foster / Prospective Adopters
S92000003,2018,Count,Children,14736,All
S92000003,2014,Count,Children,4142,At Home
S12000005,2009,Count,Children,22,Residential Care
S12000005,2012,Count,Children,54,Other Community Placement
S12000049,2016,Count,Children,287,Residential Care
S12000005,2009,Count,Children,207,All
S12000049,2017,Count,Children,232,Residential Care
S12000049,2018,Count,Children,952,Foster / Prospective Adopters
S92000003,2010,Count,Children,1480,Residential Care
S92000003,2018,Count,Children,3818,At Home
S92000003,2015,Count,Children,1529,Residential Care
S12000049,2014,Count,Children,1215,Foster / Prospective Adopters
S92000003,2013,Count,Children,5576,Foster / Prospective Adopters
S92000003,2010,Count,Children,3223,Other Community Placement
S92000003,2009,Count,Children,3042,Other Community Placement
S92000003,2015,Count,Children,3927,At Home
S92000003,2018,Count,Children,4153,Other Community Placement
S92000003,2013,Count,Children,4228,Other Community Placement
S92000003,2012,Count,Children,16248,All
S92000003,2009,Count,Children,1580,Residential Care
S92000003,2010,Count,Children,15892,All
S12000049,2015,Count,Children,297,Residential Care
S12000040,2016,Count,Children,162,Foster / Prospective Adopters
S12000040,2015,Count,Children,108,Other Community Placement
S12000040,2016,Count,Children,125,Other Community Placement
S12000040,2017,Count,Children,187,Foster / Prospective Adopters
S12000040,2012,Count,Children,149,At Home
S12000040,2017,Count,Children,511,All
S12000040,2015,Count,Children,126,At Home
S12000050,2011,Count,Children,41,Residential Care
S12000050,2017,Count,Children,306,Other Community Placement
S12000050,2015,Count,Children,39,Residential Care
S12000040,2011,Count,Children,72,Other Community Placement
S12000040,2018,Count,Children,158,Foster / Prospective Adopters
S12000040,2012,Count,Children,418,All
S12000040,2014,Count,Children,48,Residential Care
S12000040,2010,Count,Children,450,All
S12000040,2009,Count,Children,406,All
S12000050,2009,Count,Children,104,Other Community Placement
S12000040,2016,Count,Children,45,Residential Care
S12000040,2012,Count,Children,85,Other Community Placement
S12000040,2015,Count,Children,45,Residential Care
S12000050,2012,Count,Children,38,Residential Care
S12000040,2013,Count,Children,114,Other Community Placement
S12000040,2011,Count,Children,55,Residential Care
S12000050,2010,Count,Children,32,Residential Care
S12000040,2014,Count,Children,415,All
S12000040,2011,Count,Children,170,At Home
S12000040,2011,Count,Children,150,Foster / Prospective Adopters
S92000003,2016,Count,Children,15317,All
S92000003,2011,Count,Children,5476,At Home
S92000003,2014,Count,Children,1467,Residential Care
S12000050,2018,Count,Children,320,Other Community Placement
S92000003,2018,Count,Children,5247,Foster / Prospective Adopters
S12000050,2015,Count,Children,227,Other Community Placement
S92000003,2012,Count,Children,5153,At Home
S12000050,2014,Count,Children,34,Residential Care
S92000003,2018,Count,Children,1518,Residential Care
S92000003,2017,Count,Children,1509,Residential Care
S92000003,2016,Count,Children,5645,Foster / Prospective Adopters
S92000003,2009,Count,Children,5924,At Home
S12000050,2017,Count,Children,139,Foster / Prospective Adopters
S12000050,2013,Count,Children,185,Other Community Placement
S92000003,2017,Count,Children,4173,Other Community Placement
S12000040,2009,Count,Children,57,Other Community Placement
S92000003,2014,Count,Children,15600,All
S12000050,2010,Count,Children,0,Other Community Placement
S12000040,2013,Count,Children,49,Residential Care
S12000040,2017,Count,Children,137,Other Community Placement
S12000040,2010,Count,Children,77,Other Community Placement
S92000003,2015,Count,Children,4206,Other Community Placement
S12000050,2013,Count,Children,36,Residential Care
S92000003,2011,Count,Children,5335,Foster / Prospective Adopters
S92000003,2014,Count,Children,4268,Other Community Placement
S12000050,2009,Count,Children,44,Residential Care
S92000003,2011,Count,Children,3959,Other Community Placement
S12000047,2010,Count,Children,339,Foster / Prospective Adopters
S12000011,2012,Count,Children,174,All
S12000011,2009,Count,Children,88,At Home
S12000047,2009,Count,Children,344,Foster / Prospective Adopters
S12000011,2013,Count,Children,10,Residential Care
S12000011,2017,Count,Children,44,At Home
S12000014,2014,Count,Children,114,At Home
S12000011,2015,Count,Children,146,All
S12000014,2011,Count,Children,67,Other Community Placement
S12000011,2016,Count,Children,65,At Home
S12000011,2011,Count,Children,154,All
S12000014,2010,Count,Children,92,Other Community Placement
S12000045,2009,Count,Children,31,Foster / Prospective Adopters
S12000045,2014,Count,Children,44,Other Community Placement
S12000011,2011,Count,Children,7,Residential Care
S12000047,2010,Count,Children,168,Other Community Placement
S12000011,2017,Count,Children,117,All
S12000011,2014,Count,Children,26,Other Community Placement
S12000047,2011,Count,Children,372,Foster / Prospective Adopters
S12000014,2017,Count,Children,60,Residential Care
S12000014,2014,Count,Children,68,Residential Care
S12000047,2009,Count,Children,154,Other Community Placement
S12000011,2011,Count,Children,32,Other Community Placement
S12000011,2016,Count,Children,130,All
S12000014,2014,Count,Children,153,Foster / Prospective Adopters
S12000047,2012,Count,Children,56,Residential Care
S12000047,2011,Count,Children,59,Residential Care
S12000014,2016,Count,Children,373,All
S12000047,2015,Count,Children,194,Other Community Placement
S12000047,2018,Count,Children,941,All
S12000047,2011,Count,Children,198,Other Community Placement
S12000047,2016,Count,Children,981,All
S12000047,2014,Count,Children,205,Other Community Placement
S12000011,2014,Count,Children,175,All
S12000011,2013,Count,Children,34,Other Community Placement
S12000011,2010,Count,Children,33,Foster / Prospective Adopters
S12000047,2016,Count,Children,204,Other Community Placement
S12000011,2011,Count,Children,25,Foster / Prospective Adopters
S12000014,2017,Count,Children,381,All
S12000014,2012,Count,Children,118,Foster / Prospective Adopters
S12000047,2018,Count,Children,167,Other Community Placement
S12000045,2016,Count,Children,56,Other Community Placement
S12000011,2010,Count,Children,34,Other Community Placement
S12000014,2016,Count,Children,123,At Home
S12000011,2014,Count,Children,13,Residential Care
S12000047,2016,Count,Children,477,Foster / Prospective Adopters
S12000011,2013,Count,Children,113,At Home
S12000014,2015,Count,Children,32,Other Community Placement
S12000011,2010,Count,Children,151,All
S12000045,2015,Count,Children,56,Other Community Placement
S12000011,2016,Count,Children,34,Other Community Placement
S12000011,2016,Count,Children,6,Residential Care
S12000045,2014,Count,Children,38,Foster / Prospective Adopters
S12000011,2009,Count,Children,29,Other Community Placement
S12000011,2013,Count,Children,187,All
S12000011,2015,Count,Children,37,Other Community Placement
S12000011,2017,Count,Children,34,Other Community Placement
S12000011,2009,Count,Children,35,Foster / Prospective Adopters
S12000014,2017,Count,Children,120,At Home
S12000011,2016,Count,Children,25,Foster / Prospective Adopters
S12000011,2015,Count,Children,28,Foster / Prospective Adopters
S12000014,2011,Count,Children,171,At Home
S12000047,2013,Count,Children,442,Foster / Prospective Adopters
S12000011,2009,Count,Children,159,All
S12000014,2016,Count,Children,48,Residential Care
S12000014,2018,Count,Children,124,At Home
S12000014,2015,Count,Children,155,Foster / Prospective Adopters
S12000045,2013,Count,Children,50,Other Community Placement
S12000045,2010,Count,Children,38,Foster / Prospective Adopters
S12000011,2011,Count,Children,90,At Home
S12000014,2013,Count,Children,147,At Home
S12000011,2013,Count,Children,30,Foster / Prospective Adopters
S12000047,2014,Count,Children,507,Foster / Prospective Adopters
S12000047,2018,Count,Children,178,At Home
S12000011,2010,Count,Children,80,At Home
S12000011,2012,Count,Children,95,At Home
S12000011,2018,Count,Children,110,All
S12000011,2018,Count,Children,31,Foster / Prospective Adopters
S12000011,2018,Count,Children,41,At Home
S12000011,2014,Count,Children,30,Foster / Prospective Adopters
S12000011,2017,Count,Children,29,Foster / Prospective Adopters
S12000011,2012,Count,Children,34,Foster / Prospective Adopters
S12000014,2012,Count,Children,430,All
S12000047,2016,Count,Children,190,At Home
S12000011,2012,Count,Children,31,Other Community Placement
S12000014,2009,Count,Children,59,Residential Care
S12000013,2018,Count,Children,5,Residential Care
S12000013,2014,Count,Children,22,At Home
S12000013,2013,Count,Children,13,Residential Care
S12000047,2009,Count,Children,799,All
S12000013,2011,Count,Children,9,Residential Care
S12000047,2011,Count,Children,823,All
S12000047,2013,Count,Children,182,Other Community Placement
S12000013,2011,Count,Children,19,Foster / Prospective Adopters
S12000047,2011,Count,Children,194,At Home
S12000013,2010,Count,Children,11,Other Community Placement
S12000013,2012,Count,Children,18,At Home
S12000013,2017,Count,Children,6,Residential Care
S12000013,2014,Count,Children,49,All
S12000013,2017,Count,Children,24,At Home
S12000047,2017,Count,Children,173,Other Community Placement
S12000047,2014,Count,Children,120,At Home
S12000047,2018,Count,Children,131,Residential Care
S12000013,2016,Count,Children,5,Residential Care
S12000047,2014,Count,Children,933,All
S12000013,2018,Count,Children,41,All
S12000013,2015,Count,Children,16,At Home
S12000047,2013,Count,Children,165,At Home
S12000013,2013,Count,Children,22,At Home
S12000013,2014,Count,Children,12,Residential Care
S12000013,2016,Count,Children,37,All
S12000013,2009,Count,Children,9,Residential Care
S12000013,2014,Count,Children,10,Foster / Prospective Adopters
S12000013,2009,Count,Children,14,Other Community Placement
S12000013,2013,Count,Children,61,All
S12000013,2016,Count,Children,14,At Home
S12000047,2010,Count,Children,790,All
S12000013,2017,Count,Children,11,Foster / Prospective Adopters
S12000013,2015,Count,Children,11,Foster / Prospective Adopters
S12000047,2013,Count,Children,872,All
S12000047,2012,Count,Children,855,All
S12000013,2010,Count,Children,11,Residential Care
S12000013,2017,Count,Children,6,Other Community Placement
S12000013,2012,Count,Children,6,Other Community Placement
S12000047,2015,Count,Children,142,Residential Care
S12000013,2016,Count,Children,10,Foster / Prospective Adopters
S12000047,2009,Count,Children,71,Residential Care
S12000013,2011,Count,Children,8,Other Community Placement
S12000047,2015,Count,Children,1023,All
S12000014,2015,Count,Children,364,All
S12000014,2010,Count,Children,443,All
S12000047,2017,Count,Children,942,All
S12000013,2018,Count,Children,5,Other Community Placement
S12000013,2013,Count,Children,15,Foster / Prospective Adopters
S12000013,2010,Count,Children,22,At Home
S12000013,2009,Count,Children,13,At Home
S12000013,2010,Count,Children,59,All
S12000013,2010,Count,Children,15,Foster / Prospective Adopters
S12000047,2018,Count,Children,465,Foster / Prospective Adopters
S12000013,2017,Count,Children,47,All
S12000013,2009,Count,Children,48,All
S12000014,2013,Count,Children,47,Other Community Placement
S12000013,2015,Count,Children,47,All
S12000013,2009,Count,Children,12,Foster / Prospective Adopters
S12000013,2015,Count,Children,12,Residential Care
S12000013,2018,Count,Children,9,Foster / Prospective Adopters
S12000047,2010,Count,Children,223,At Home
S12000013,2011,Count,Children,55,All
S12000013,2012,Count,Children,19,Foster / Prospective Adopters
S12000014,2009,Count,Children,168,At Home
S12000014,2011,Count,Children,109,Foster / Prospective Adopters
S12000047,2009,Count,Children,230,At Home
S12000014,2012,Count,Children,55,Residential Care
S12000014,2009,Count,Children,437,All
S12000047,2012,Count,Children,189,At Home
S12000014,2013,Count,Children,375,All
S12000047,2017,Count,Children,175,At Home
S12000013,2013,Count,Children,11,Other Community Placement
S12000014,2010,Count,Children,184,At Home
S12000013,2012,Count,Children,11,Residential Care
S12000047,2015,Count,Children,171,At Home
S12000013,2012,Count,Children,54,All
S12000013,2016,Count,Children,8,Other Community Placement
S12000013,2018,Count,Children,22,At Home
S12000013,2015,Count,Children,8,Other Community Placement
S12000014,2011,Count,Children,52,Residential Care
S12000047,2010,Count,Children,60,Residential Care
S12000014,2015,Count,Children,118,At Home
S12000014,2014,Count,Children,370,All
S12000013,2014,Count,Children,5,Other Community Placement
S12000047,2012,Count,Children,192,Other Community Placement
S12000013,2011,Count,Children,19,At Home
S12000010,2017,Count,Children,98,Foster / Prospective Adopters
S12000045,2011,Count,Children,35,Foster / Prospective Adopters
S12000045,2018,Count,Children,47,Foster / Prospective Adopters
S12000017,2013,Count,Children,92,Other Community Placement
S12000010,2015,Count,Children,57,At Home
S12000045,2012,Count,Children,162,All
S12000048,2014,Count,Children,98,Foster / Prospective Adopters
S12000045,2017,Count,Children,162,All
S12000010,2012,Count,Children,90,Foster / Prospective Adopters
S12000014,2017,Count,Children,50,Other Community Placement
S12000010,2016,Count,Children,229,All
S12000010,2014,Count,Children,25,Residential Care
S12000010,2016,Count,Children,73,At Home
S12000010,2018,Count,Children,77,At Home
S12000010,2012,Count,Children,23,Other Community Placement
S12000010,2009,Count,Children,24,Residential Care
S12000010,2018,Count,Children,245,All
S12000048,2014,Count,Children,246,All
S12000014,2018,Count,Children,368,All
S12000010,2016,Count,Children,92,Foster / Prospective Adopters
S12000010,2013,Count,Children,93,Foster / Prospective Adopters
S12000048,2012,Count,Children,81,Foster / Prospective Adopters
S12000010,2015,Count,Children,19,Residential Care
S12000010,2011,Count,Children,82,Foster / Prospective Adopters
S12000010,2011,Count,Children,23,Residential Care
S12000048,2015,Count,Children,255,All
S12000010,2017,Count,Children,69,At Home
S12000010,2012,Count,Children,24,Residential Care
S12000010,2010,Count,Children,19,Residential Care
S12000048,2015,Count,Children,109,Foster / Prospective Adopters
S12000014,2013,Count,Children,58,Residential Care
S12000010,2017,Count,Children,24,Residential Care
S12000045,2016,Count,Children,164,All
S12000010,2016,Count,Children,18,Residential Care
S12000010,2014,Count,Children,209,All
S12000014,2011,Count,Children,399,All
S12000010,2014,Count,Children,94,Foster / Prospective Adopters
S12000010,2015,Count,Children,90,Foster / Prospective Adopters
S12000045,2015,Count,Children,173,All
S12000010,2010,Count,Children,210,All
S12000014,2009,Count,Children,135,Foster / Prospective Adopters
S12000010,2013,Count,Children,199,All
S12000048,2013,Count,Children,237,All
S12000048,2012,Count,Children,223,All
S12000010,2014,Count,Children,58,At Home
S12000014,2016,Count,Children,156,Foster / Prospective Adopters
S12000048,2010,Count,Children,201,All
S12000014,2017,Count,Children,151,Foster / Prospective Adopters
S12000010,2018,Count,Children,32,Residential Care
S12000010,2017,Count,Children,51,Other Community Placement
S12000017,2015,Count,Children,72,Other Community Placement
S12000010,2016,Count,Children,46,Other Community Placement
S12000010,2009,Count,Children,202,All
S12000014,2018,Count,Children,49,Other Community Placement
S12000010,2011,Count,Children,200,All
S12000017,2012,Count,Children,92,Other Community Placement
S12000010,2013,Count,Children,48,At Home
S12000010,2009,Count,Children,78,At Home
S12000048,2009,Count,Children,197,All
S12000045,2018,Count,Children,140,All
S12000045,2017,Count,Children,49,Foster / Prospective Adopters
S12000014,2010,Count,Children,120,Foster / Prospective Adopters
S12000010,2018,Count,Children,93,Foster / Prospective Adopters
S12000010,2018,Count,Children,43,Other Community Placement
S12000048,2011,Count,Children,78,Foster / Prospective Adopters
S12000014,2009,Count,Children,75,Other Community Placement
S12000014,2018,Count,Children,132,Foster / Prospective Adopters
S12000045,2012,Count,Children,19,Residential Care
S12000045,2012,Count,Children,35,Foster / Prospective Adopters
S12000045,2013,Count,Children,29,Foster / Prospective Adopters
S12000011,2015,Count,Children,8,Residential Care
S12000017,2015,Count,Children,437,All
S12000045,2015,Count,Children,21,Residential Care
S12000014,2016,Count,Children,46,Other Community Placement
S12000047,2016,Count,Children,110,Residential Care
S12000047,2013,Count,Children,83,Residential Care
S12000010,2010,Count,Children,74,At Home
S12000045,2011,Count,Children,39,Other Community Placement
S12000014,2018,Count,Children,63,Residential Care
S12000047,2017,Count,Children,468,Foster / Prospective Adopters
S12000048,2016,Count,Children,129,Foster / Prospective Adopters
S12000014,2012,Count,Children,198,At Home
S12000048,2016,Count,Children,286,All
S12000010,2015,Count,Children,210,All
S12000045,2017,Count,Children,55,Other Community Placement
S12000011,2014,Count,Children,106,At Home
S12000014,2015,Count,Children,59,Residential Care
S12000045,2010,Count,Children,21,Residential Care
S12000011,2018,Count,Children,7,Residential Care
S12000010,2015,Count,Children,44,Other Community Placement
S12000045,2009,Count,Children,23,Residential Care
S12000047,2012,Count,Children,418,Foster / Prospective Adopters
S12000011,2009,Count,Children,7,Residential Care
S12000010,2011,Count,Children,58,At Home
S12000011,2018,Count,Children,31,Other Community Placement
S12000014,2010,Count,Children,47,Residential Care
S12000011,2015,Count,Children,73,At Home
S12000010,2010,Count,Children,67,Foster / Prospective Adopters
S12000011,2012,Count,Children,14,Residential Care
S12000010,2009,Count,Children,60,Foster / Prospective Adopters
S12000047,2015,Count,Children,516,Foster / Prospective Adopters
S12000048,2012,Count,Children,66,Other Community Placement
S12000045,2015,Count,Children,45,Foster / Prospective Adopters
S12000047,2017,Count,Children,126,Residential Care
S12000017,2013,Count,Children,462,All
S12000048,2017,Count,Children,117,Foster / Prospective Adopters
S12000047,2014,Count,Children,101,Residential Care
S12000048,2009,Count,Children,84,Foster / Prospective Adopters
S12000048,2013,Count,Children,98,Foster / Prospective Adopters
S12000048,2016,Count,Children,80,Other Community Placement
S12000017,2018,Count,Children,153,At Home
S12000010,2013,Count,Children,28,Residential Care
S12000045,2013,Count,Children,148,All
S12000010,2017,Count,Children,242,All
S12000017,2011,Count,Children,91,Other Community Placement
S12000014,2012,Count,Children,59,Other Community Placement
S12000014,2013,Count,Children,123,Foster / Prospective Adopters
S12000011,2017,Count,Children,10,Residential Care
S12000010,2011,Count,Children,37,Other Community Placement
S12000014,2014,Count,Children,35,Other Community Placement
S12000036,2010,Ratio,"Per 1,000 Children",16.43,All
S12000042,2012,Ratio,"Per 1,000 Children",9.7,Foster / Prospective Adopters
S12000042,2014,Ratio,"Per 1,000 Children",1.22,Residential Care
S12000050,2014,Ratio,"Per 1,000 Children",0.47,Residential Care
S12000045,2015,Ratio,"Per 1,000 Children",8.15,All
S12000050,2014,Ratio,"Per 1,000 Children",3.04,Other Community Placement
S12000050,2010,Ratio,"Per 1,000 Children",0.0,Other Community Placement
S12000035,2012,Ratio,"Per 1,000 Children",1.48,Residential Care
S12000035,2014,Ratio,"Per 1,000 Children",2.81,Other Community Placement
S12000047,2009,Ratio,"Per 1,000 Children",10.9,All
S12000036,2014,Ratio,"Per 1,000 Children",16.8,All
S12000036,2015,Ratio,"Per 1,000 Children",16.69,All
S12000035,2009,Ratio,"Per 1,000 Children",12.06,All
S12000045,2009,Ratio,"Per 1,000 Children",1.05,Residential Care
S12000035,2016,Ratio,"Per 1,000 Children",10.64,All
S12000035,2017,Ratio,"Per 1,000 Children",11.56,All
S12000036,2013,Ratio,"Per 1,000 Children",16.79,All
S12000050,2009,Ratio,"Per 1,000 Children",5.71,At Home
S12000045,2013,Ratio,"Per 1,000 Children",1.38,Foster / Prospective Adopters
S12000047,2018,Ratio,"Per 1,000 Children",13.05,All
S12000047,2017,Ratio,"Per 1,000 Children",13.02,All
S12000036,2016,Ratio,"Per 1,000 Children",16.09,All
S12000050,2009,Ratio,"Per 1,000 Children",0.6,Residential Care
S12000042,2010,Ratio,"Per 1,000 Children",7.5,Other Community Placement
S12000042,2009,Ratio,"Per 1,000 Children",6.8,Other Community Placement
S12000050,2011,Ratio,"Per 1,000 Children",4.74,At Home
S12000036,2012,Ratio,"Per 1,000 Children",1.25,Residential Care
S12000050,2015,Ratio,"Per 1,000 Children",3.18,Other Community Placement
S12000036,2012,Ratio,"Per 1,000 Children",16.91,All
S12000035,2011,Ratio,"Per 1,000 Children",13.22,All
S12000050,2018,Ratio,"Per 1,000 Children",10.67,All
S12000050,2009,Ratio,"Per 1,000 Children",9.89,All
S12000035,2015,Ratio,"Per 1,000 Children",1.44,Residential Care
S12000036,2009,Ratio,"Per 1,000 Children",16.52,All
S12000050,2010,Ratio,"Per 1,000 Children",10.92,All
S12000042,2018,Ratio,"Per 1,000 Children",19.41,All
S12000035,2013,Ratio,"Per 1,000 Children",4.71,At Home
S12000045,2015,Ratio,"Per 1,000 Children",2.4,At Home
S12000050,2015,Ratio,"Per 1,000 Children",9.75,All
S12000036,2013,Ratio,"Per 1,000 Children",1.25,Residential Care
S12000047,2010,Ratio,"Per 1,000 Children",0.82,Residential Care
S12000050,2012,Ratio,"Per 1,000 Children",10.02,All
S12000045,2014,Ratio,"Per 1,000 Children",2.09,Other Community Placement
S12000045,2018,Ratio,"Per 1,000 Children",6.47,All
S12000050,2010,Ratio,"Per 1,000 Children",0.44,Residential Care
S12000050,2015,Ratio,"Per 1,000 Children",0.55,Residential Care
S12000042,2013,Ratio,"Per 1,000 Children",9.79,Foster / Prospective Adopters
S12000035,2018,Ratio,"Per 1,000 Children",10.11,All
S12000050,2013,Ratio,"Per 1,000 Children",2.36,Foster / Prospective Adopters
S12000045,2012,Ratio,"Per 1,000 Children",2.73,At Home
S12000035,2010,Ratio,"Per 1,000 Children",2.51,Residential Care
S12000050,2010,Ratio,"Per 1,000 Children",8.65,At Home
S12000045,2010,Ratio,"Per 1,000 Children",1.76,Foster / Prospective Adopters
S12000050,2014,Ratio,"Per 1,000 Children",3.91,At Home
S12000045,2014,Ratio,"Per 1,000 Children",2.33,At Home
S12000045,2012,Ratio,"Per 1,000 Children",2.35,Other Community Placement
S12000035,2015,Ratio,"Per 1,000 Children",3.13,At Home
S12000050,2011,Ratio,"Per 1,000 Children",2.5,Foster / Prospective Adopters
S12000050,2009,Ratio,"Per 1,000 Children",2.17,Foster / Prospective Adopters
S12000050,2012,Ratio,"Per 1,000 Children",2.46,Foster / Prospective Adopters
S12000035,2012,Ratio,"Per 1,000 Children",3.46,Other Community Placement
S12000050,2011,Ratio,"Per 1,000 Children",2.23,Other Community Placement
S12000045,2009,Ratio,"Per 1,000 Children",1.37,Other Community Placement
S12000045,2010,Ratio,"Per 1,000 Children",0.97,Residential Care
S12000045,2013,Ratio,"Per 1,000 Children",2.38,Other Community Placement
S12000035,2012,Ratio,"Per 1,000 Children",11.75,All
S12000035,2009,Ratio,"Per 1,000 Children",2.42,Residential Care
S12000045,2009,Ratio,"Per 1,000 Children",1.41,Foster / Prospective Adopters
S12000035,2011,Ratio,"Per 1,000 Children",4.29,At Home
S12000045,2010,Ratio,"Per 1,000 Children",1.43,Other Community Placement
S12000035,2012,Ratio,"Per 1,000 Children",3.52,At Home
S12000035,2011,Ratio,"Per 1,000 Children",3.08,Foster / Prospective Adopters
S12000035,2009,Ratio,"Per 1,000 Children",2.01,Other Community Placement
S12000045,2010,Ratio,"Per 1,000 Children",2.08,At Home
S12000050,2014,Ratio,"Per 1,000 Children",2.37,Foster / Prospective Adopters
S12000045,2012,Ratio,"Per 1,000 Children",7.61,All
S12000035,2010,Ratio,"Per 1,000 Children",14.94,All
S12000045,2013,Ratio,"Per 1,000 Children",7.04,All
S12000035,2013,Ratio,"Per 1,000 Children",3.33,Other Community Placement
S12000045,2015,Ratio,"Per 1,000 Children",0.99,Residential Care
S12000050,2010,Ratio,"Per 1,000 Children",1.83,Foster / Prospective Adopters
S12000035,2010,Ratio,"Per 1,000 Children",3.83,Other Community Placement
S12000050,2012,Ratio,"Per 1,000 Children",5.12,At Home
S12000045,2009,Ratio,"Per 1,000 Children",5.88,All
S12000035,2013,Ratio,"Per 1,000 Children",12.55,All
S12000035,2015,Ratio,"Per 1,000 Children",2.61,Other Community Placement
S12000045,2015,Ratio,"Per 1,000 Children",2.12,Foster / Prospective Adopters
S12000050,2013,Ratio,"Per 1,000 Children",4.89,At Home
S12000035,2011,Ratio,"Per 1,000 Children",4.05,Other Community Placement
S12000045,2015,Ratio,"Per 1,000 Children",2.64,Other Community Placement
S12000045,2011,Ratio,"Per 1,000 Children",1.63,Foster / Prospective Adopters
S12000035,2014,Ratio,"Per 1,000 Children",1.53,Residential Care
S12000045,2012,Ratio,"Per 1,000 Children",1.64,Foster / Prospective Adopters
S12000042,2014,Ratio,"Per 1,000 Children",6.85,Other Community Placement
S12000035,2011,Ratio,"Per 1,000 Children",1.81,Residential Care
S12000047,2012,Ratio,"Per 1,000 Children",2.59,At Home
S12000035,2013,Ratio,"Per 1,000 Children",1.44,Residential Care
S12000045,2014,Ratio,"Per 1,000 Children",7.31,All
S12000035,2010,Ratio,"Per 1,000 Children",5.68,At Home
S12000047,2013,Ratio,"Per 1,000 Children",2.27,At Home
S12000045,2009,Ratio,"Per 1,000 Children",2.05,At Home
S12000045,2017,Ratio,"Per 1,000 Children",7.59,All
S12000045,2011,Ratio,"Per 1,000 Children",6.76,All
S12000045,2013,Ratio,"Per 1,000 Children",2.33,At Home
S12000047,2011,Ratio,"Per 1,000 Children",2.7,Other Community Placement
S12000050,2016,Ratio,"Per 1,000 Children",10.7,All
S12000042,2015,Ratio,"Per 1,000 Children",5.1,Other Community Placement
S12000050,2011,Ratio,"Per 1,000 Children",0.56,Residential Care
S12000050,2017,Ratio,"Per 1,000 Children",10.83,All
S12000050,2011,Ratio,"Per 1,000 Children",10.04,All
S12000042,2015,Ratio,"Per 1,000 Children",21.77,All
S12000042,2017,Ratio,"Per 1,000 Children",20.76,All
S12000050,2013,Ratio,"Per 1,000 Children",2.55,Other Community Placement
S12000035,2009,Ratio,"Per 1,000 Children",5.26,At Home
S12000045,2016,Ratio,"Per 1,000 Children",7.73,All
S12000050,2012,Ratio,"Per 1,000 Children",0.52,Residential Care
S12000035,2015,Ratio,"Per 1,000 Children",10.9,All
S12000045,2010,Ratio,"Per 1,000 Children",6.25,All
S12000035,2012,Ratio,"Per 1,000 Children",3.28,Foster / Prospective Adopters
S12000045,2011,Ratio,"Per 1,000 Children",2.14,At Home
S12000050,2012,Ratio,"Per 1,000 Children",1.92,Other Community Placement
S12000035,2014,Ratio,"Per 1,000 Children",11.19,All
S12000050,2015,Ratio,"Per 1,000 Children",2.31,Foster / Prospective Adopters
S12000050,2014,Ratio,"Per 1,000 Children",9.8,All
S12000050,2013,Ratio,"Per 1,000 Children",10.3,All
S12000045,2011,Ratio,"Per 1,000 Children",1.82,Other Community Placement
S12000035,2015,Ratio,"Per 1,000 Children",3.72,Foster / Prospective Adopters
S12000047,2013,Ratio,"Per 1,000 Children",2.5,Other Community Placement
S12000045,2012,Ratio,"Per 1,000 Children",0.89,Residential Care
S12000045,2014,Ratio,"Per 1,000 Children",1.8,Foster / Prospective Adopters
S12000035,2009,Ratio,"Per 1,000 Children",2.36,Foster / Prospective Adopters
S12000050,2009,Ratio,"Per 1,000 Children",1.41,Other Community Placement
S12000050,2015,Ratio,"Per 1,000 Children",3.72,At Home
S12000045,2014,Ratio,"Per 1,000 Children",1.09,Residential Care
S12000045,2011,Ratio,"Per 1,000 Children",1.17,Residential Care
S12000045,2013,Ratio,"Per 1,000 Children",0.95,Residential Care
S12000035,2010,Ratio,"Per 1,000 Children",2.93,Foster / Prospective Adopters
S12000035,2014,Ratio,"Per 1,000 Children",3.33,At Home
S12000038,2010,Ratio,"Per 1,000 Children",2.23,Residential Care
S12000041,2010,Ratio,"Per 1,000 Children",0.69,Residential Care
S12000048,2013,Ratio,"Per 1,000 Children",0.53,Residential Care
S12000041,2014,Ratio,"Per 1,000 Children",1.55,Other Community Placement
S12000047,2013,Ratio,"Per 1,000 Children",6.08,Foster / Prospective Adopters
S12000048,2011,Ratio,"Per 1,000 Children",0.63,Residential Care
S12000038,2009,Ratio,"Per 1,000 Children",2.75,Residential Care
S12000038,2013,Ratio,"Per 1,000 Children",22.71,All
